,order_date,sku,online_brand,online_name,online_category,online_subcategory,total_qty_ordered,total_qty_returned,total_qty_refunded,total_qty_canceled,unit_original_price,unit_sale_price_exc_vat,total_nmv_exc_vat,discount_amt_bfr_CR,total_discount_amount,total_discount_coupon,total_discount_on_top,total_amount_the1_reedeem,GP
5183,26/3/2022,MJT51245054,MUJI,Water Repellent Crochet DBA01A0A,women,hat-hair-accessories,1,0,0,0,990,832.71,832.71,0,0,NA,NA,0,NA
5184,21/9/2021,70950496,THREE,Advanced Ethereal Smooth Operator Loose Powder 01 Smooth Matte 10 g,tion-campaign,flash-deal-3-jul-22,1,0,0,0,2100,1766.36,1766.36,0,0,NA,NA,0,560.53
5185,16/12/2021,726343,E-GIFT CARDS,"ร่ำรวย 1,000Baht",gift-with-purchase,other,2,0,0,0,1000,934.58,1869.16,0,0,NA,NA,0,40
5186,29/11/2021,770865,LIVERPOOL FOOTBALL CLUB,Red LIVERPOOL FOOTBALL CLUB Liverbird Unisex Face Cover,sports,equipments,3,0,0,0,259,170.09,510.27,0,0,NA,NA,0,65.52
5187,15/3/2022,83189395,LocknLock,Wok Pan LDE1225IH Size 22 cm.  Yellow,tion-campaign,flash-deal-8-jun-22-2,1,0,0,0,1190,667.29,667.29,0,0,NA,NA,0,255.21
5188,21/12/2021,28559078,CENTRAL HOME,กระติกน้ำฝากด RE 480ML,kids,kids-shoes,3,0,0,0,595,148.6,445.8,0,0,NA,NA,0,21.24
5189,31/12/2021,726320,E-GIFT CARDS,"Congrats 1,000Baht",gift-with-purchase,other,5,0,0,0,1000,934.58,4242.99,429.91,429.91,NA,NA,460,100
5190,15/12/2021,924322,xiaomi_youpin,Grey Kingsmith Walking Pad R1 Pro Foldable Electric Treadmill (Global Version),sports,equipments,1,0,0,0,21990,11485.98,11485.98,0,0,NA,NA,0,860.3
5191,26/5/2022,323034,GRANDSPORT,Badminton Spirito (303105),sports,equipments,1,0,0,0,400,185.98,185.98,0,0,NA,NA,0,23.88
5192,8/5/2022,19586083,MINI MONO,Folding Umbrella Dark Blue,women,umbrella,1,0,0,0,80,74.77,28.04,46.73,46.73,0,46.73,0,-16.82
5193,7/12/2021,75906856,LAMY,241 Ballpoint Pens M16bk Limited Edition  Savanna,jewelry-watches,pens,1,0,0,0,500,467.29,378.41,88.88,88.88,56.07,32.8,0,41.96
5194,12/10/2021,82379032,GARMIN,VENU 2 SLATE BLACK,gadgets-tech,wearable-gadgets,4,0,0,1,13690,12794.39,38172.89,210.28,210.28,NA,NA,75,6209.51
5195,30/3/2022,83273155,FITBIT,LUXE SOFT GOLD WHITE,gadgets-tech,wearable-gadgets,1,0,0,0,4990,4196.26,3542.99,653.27,653.27,419.63,233.64,0,212.35
5196,19/10/2021,945887,RIN,White LCD Digital Clock Wireless charger PLUG IN 4LED,gadgets-tech,home-gadgets,1,0,0,0,1600,1392.52,1392.52,0,0,NA,NA,0,327.8
5197,11/9/2021,581371,BEWELL,Light Green Professional TPE Yoga Mat,sports,equipments,2,0,0,0,960,457.94,915.88,0,0,NA,NA,0,93.1
5198,17/4/2022,23072497,GOPRO,HERO8 BLACK RECHARGE BATTERY,gadgets-tech,cameras,1,0,0,0,750,700.93,700.93,0,0,NA,NA,0,142.64
5199,14/12/2021,71039367,GQ,GQ MASK MAX 2.0 BK F,women,personal-accessories,10,0,0,0,290,271.03,2710.3,0,0,NA,NA,0,433.66
5200,28/11/2021,17062220,Lifree,Rehabili Pants White Size M ,home,eldery-care,2,0,0,0,1647,1400.93,2633.64,168.22,168.22,NA,NA,0,348
5201,3/5/2022,1141818,GUESS,"BAG SF832421 NEW CASTLE TOP ZIP CROSSBODY, PINK",sports,accessories,1,0,0,0,4790,1342.99,1314.23,28.76,28.76,NA,NA,0,287.4
5202,6/11/2021,21951886,THREE,BALANCING CLEANSING OIL R185ML,tion-campaign,flash-deal-7-jul-22,1,0,0,0,1900,1598.13,1496.98,101.15,101.15,NA,NA,0,405.99
5203,25/2/2022,99020934,BIOTHERM,FORCE SUPREME SERUM GEL F50,beauty,mens-grooming,1,0,0,0,2900,2303.74,2057.35,246.39,246.39,NA,NA,0,173.84
5204,13/5/2022,23465770,MINI MONO,Folding Umbrella Pink,women,umbrella,2,0,0,0,60,56.07,112.14,0,0,NA,NA,0,39.24
5205,11/10/2021,32847840,BOSE,Speaker SoundLink Mini II Special Edition Silver ,gadgets-tech,audio-hifi,1,0,0,0,6290,5878.5,5173.08,705.42,705.42,NA,NA,0,176.35
5206,22/3/2022,17560,XIAOMI,White Xiaomi Aroma HL,sports,equipments,1,0,0,0,990,831.78,831.78,0,0,NA,NA,0,106.8
5207,17/3/2022,8451903,PIGEON,Honeycomb facial milk pads 60 Lemon,kids,maternity,1,0,0,0,189,176.64,176.64,0,0,NA,NA,0,57.22
5208,4/4/2022,880697,SONY,Silver - Wireless Noise Cancelling Headphones WF-1000XM4,gadgets-tech,audio-hifi,1,0,0,0,8990,7373.83,7373.83,0,0,NA,NA,0,552.3
5209,20/9/2021,81431656,NIKE,U H86 CAP FUTURA GR,men,hats-caps,2,0,0,0,700,588.79,1088.48,89.1,89.1,NA,NA,0,368.9
5210,18/4/2022,945887,RIN,White LCD Digital Clock Wireless charger PLUG IN 4LED,gadgets-tech,home-gadgets,1,0,0,0,1600,1392.52,1392.52,0,0,NA,NA,0,NA
5211,13/12/2021,725853,DAPPER,Black Belt Gift Set (BBX B1 001BB1),men,belts-suspenders,1,0,0,0,2990,1957.94,1957.94,0,0,NA,NA,0,356.15
5212,28/10/2021,530715,MARCO POLO,Gray  SMRS 3204 C2,men,eyewear,1,0,0,0,5990,887.85,887.85,0,0,NA,NA,0,256.5
5213,14/5/2022,1094673,xtivepro,Red Adjustable Hex Dumbbell and Barbell 2in1 20KG,sports,equipments,2,0,0,0,1409,925.23,1850.46,0,0,NA,NA,0,297
5214,8/9/2021,831534,AIWA,Claymore Bluetooth Speaker BASS++ brown,gadgets-tech,audio-hifi,1,0,0,0,7500,3074.77,3074.77,0,0,NA,NA,0,230.3
5215,14/11/2021,722354,XIAOMI,Blue SHUA House Sports Stepper SH-W-5083,tion-campaign,flash-deal-7-jul-22,1,0,0,0,5790,3737.38,3737.38,0,0,NA,NA,0,379.91
5216,6/11/2021,25078954,PICCOLO,Baby Bottle Drying Rack,kids,baby-sets,1,0,0,0,595,372.9,372.9,0,0,NA,NA,0,156.28
5217,30/10/2021,802513,REEBOK,Grey Training Mat - 10mm,sports,equipments,1,0,0,0,1290,964.49,964.49,0,0,NA,NA,0,98.04
5218,11/9/2021,534666,ADIDAS,ADIDAS TRAINING FreeLift Sport Ultimate Heather Tee Men,sports,apparels,5,0,0,0,800,314.02,1507.69,62.41,62.41,NA,NA,66.79,201.6
5219,13/5/2022,274674,JBL,หูฟังไร้สาย (สี Blue) รุ่น Tune 125TWS,gadgets-tech,audio-hifi,1,0,0,0,3290,2327.1,2327.1,0,0,NA,NA,0,124.5
5220,28/1/2022,75908423,SHISEIDO,Men Face Cleanser 125 mL,beauty,mens-grooming,1,0,0,0,990,832.71,662.36,170.35,170.35,NA,NA,93.17,16.64
5221,3/12/2021,16885868,BIOTHERM,Homme T-Pur Micro Peeling Serum 50 ml. เซรั่ม Homme T-Pur Micro Peeling Serum 50 ml.,beauty,mens-grooming,1,0,0,0,1950,1640.19,1379.44,260.75,260.75,NA,NA,68.4,112.94
5222,9/10/2021,333475,REEBOK,Yellow Yoga Mat - 4mm,sports,equipments,1,0,0,0,690,322.43,322.43,0,0,NA,NA,0,32.78
5223,28/1/2022,30187146,ELLE PROMO,HAND BAG AGLOVALE BLACK,sports,accessories,1,0,0,0,1320,819.63,819.63,0,0,NA,NA,0,207.78
5224,19/1/2022,6164232,LA_MER,The Cleansing Gel 200 ml,beauty,mens-grooming,1,0,0,0,4300,3616.82,3616.82,0,0,NA,NA,0,637.85
5225,29/5/2022,70756074,HAVEN BATHTOWEL,เครื่องชั่งDIGITAL BG260BK,gadgets-tech,wearable-gadgets,1,0,0,0,1250,456.07,456.07,0,0,NA,NA,0,264.07
5226,3/1/2022,40096,ADIDAS,Blue Adidas Fitness Mat - 7mm,sports,equipments,1,0,0,0,1290,964.49,964.49,0,0,NA,NA,0,98.04
5227,5/1/2022,14116568,PIGEON,BABY WIPES CHAMOMILE 82 PCS P9,tion-campaign,flash-deal-7-jul-22,5,2,0,0,555,518.69,2453.26,140.19,140.19,NA,NA,150,1401.19
5228,4/11/2021,84163707,marks___spencer_online,Gluten Free Cheese Puffs,home,groceries-2,1,0,0,0,139,129.91,129.91,0,0,NA,NA,0,56.77
5229,1/6/2022,84163707,marks___spencer_online,Gluten Free Cheese Puffs,home,groceries-2,1,0,0,0,199,185.98,185.98,0,0,NA,NA,0,113.49
5230,3/1/2022,20320188,Coolpets,ที่นอนสัตว์เลี้ยง 77X61GRGY,home,pets,1,0,0,0,950,443.93,400.65,43.28,43.28,22.2,21.08,0,104.03
5231,5/2/2022,867011,NIKE,Black NIKE Utility Power Unisex Duffel Bag,sports,accessories,1,0,0,0,2200,1233.64,1233.64,0,0,NA,NA,0,224.4
5232,27/5/2022,716998,MARCO POLO,Black FL-6084 C2,women,eyewear,1,0,0,0,4990,746.73,746.73,0,0,NA,NA,0,215.73
5233,11/6/2022,82855840,TEFAL,Pan Cook Healthy Set 3 pcs. Medium Grey,tion-campaign,flash-deal-7-jul-22,1,0,0,0,2590,1089.72,1013.44,76.28,76.28,NA,NA,0,NA
5234,9/10/2021,7239533,EMJOI,Hair Remover Machine ELEGANT EJ0047 Red,tion-campaign,flash-deal-8-jun-22-2,1,0,0,0,4790,2700.93,2336.38,364.55,364.55,NA,NA,0,676.44
5235,11/10/2021,82399825,SANRIO,กระเป๋าโท้ทM KT TOTE GEO BE,tion-campaign,flash-deal-7-jul-22,1,0,0,0,1550,1158.88,1158.88,0,0,NA,NA,0,769.73
5236,9/1/2022,946214,AFTERSHOKZ,Shokz OpenMove - Blue Elevation,gadgets-tech,audio-hifi,2,0,0,0,3090,2327.1,4654.2,0,0,NA,NA,0,348.6
5237,11/9/2021,20575,REEBOK,Reebok Step,sports,equipments,1,0,0,0,4990,3355.14,3355.14,0,0,NA,NA,0,341.05
5238,30/10/2021,540289,ADIDAS,Red Essential Adjustable Gloves,sports,accessories,1,0,0,0,690,322.43,322.43,0,0,NA,NA,0,93.15
5239,28/5/2022,16814509,CERTAINTY,Super Pants Super Save Size M 20 pcs x 4 pack,home,eldery-care,3,0,0,0,1624,1392.52,3549.14,628.42,628.42,NA,NA,0,358.48
5240,4/10/2021,25337853,Coolpets,ถ้วยพับได้พกพา400ML,home,pet-supplies,1,0,0,0,160,104.67,76.87,27.8,27.8,NA,NA,29.75,19.67
5241,17/3/2022,70950496,THREE,Advanced Ethereal Smooth Operator Loose Powder 01 Smooth Matte 10 g,tion-campaign,flash-deal-3-jul-22,1,0,0,0,2100,1668.22,1640.18,28.04,28.04,NA,NA,30,539.36
5242,29/9/2021,23162594,PHILIPS,เครื่องปั่นน้ำผลไม้,tion-campaign,flash-deal-8-jun-22-2,2,0,0,1,6990,4663.55,4197.19,1166.36,466.36,466.36,233.64,0,305.81
5243,29/3/2022,20320171,Coolpets,ที่นอนสัตว์เลี้ยง 80X58WHBL,home,pets,1,0,0,0,850,397.2,397.2,0,0,NA,NA,0,118.02
5244,24/2/2022,84162205,marks___spencer_online,Peri Peri Mayo,home,groceries-2,1,0,0,0,169,157.94,157.94,0,0,NA,NA,0,82.56
5245,25/12/2021,86041386,SKULLCANDY,DIME DARK BLUE GREEN,gadgets-tech,audio-hifi,1,0,0,0,1490,1205.61,1205.61,0,0,NA,NA,0,315.62
5246,13/5/2022,10264,MARCO POLO,Blue Marco Polo  FLKSF29209 C3,men,eyewear,1,0,0,0,7990,887.85,887.85,0,0,NA,NA,0,256.5
5247,3/9/2021,451140,PHILIPS,Black Philips SPK7402B Wireless Office Mouse,gadgets-tech,computers,1,0,0,0,280,232.71,232.71,0,0,NA,NA,0,12.45
5248,27/3/2022,581371,BEWELL,Light Green Professional TPE Yoga Mat,sports,equipments,3,0,0,0,960,364.49,1060.13,33.34,33.34,NA,NA,35.67,111.15
5249,10/1/2022,1083545,BIOTHERM,HOMME AQUAPOWER Oligo-Thermal Fresh Gel Ultra Cleansing 125 mL เจลล้างหน้า HOMME AQUAPOWER Oligo-Thermal Fresh Gel Ultra Cleansing ขนาด 125 มล.,beauty,mens-grooming,2,0,0,0,1100,925.23,1850.46,0,0,NA,NA,0,421.58
5250,13/12/2021,85367838,CONVERSE,Chuck Baseball Cap 1508474F1BRXX Brown,men,hats-caps,1,0,0,0,490,320.56,291.78,28.78,28.78,NA,NA,0,50.09
5251,2/5/2022,888463,SWISSE,Pink Ultiboost High Strength Cranberry 90 Tablets,sports,supplementary-food,1,0,0,0,2195,1112.15,1112.15,0,0,NA,NA,0,214.2
5252,22/5/2022,15677723,Lifree,Dry Comfort Tape Total 28 pcs/pack Size M ,home,eldery-care,2,0,0,0,429,400.93,801.86,0,0,NA,NA,0,144.34
5253,18/4/2022,84794628,NIKE,U NSW Bucket Futura Wash DC3967-072 CREAM Size M,women,hat-hair-accessories,2,1,1,0,900,740.19,740.19,0,0,NA,NA,0,277.6
5254,26/5/2022,82745172,SANRIO_LOCAL,หมวกBUCKET XO SUMMER,women,hat-hair-accessories,1,0,0,0,990,372.9,269.89,103.01,103.01,NA,NA,110.22,79.89
5255,10/11/2021,83273148,FITBIT,LUXE BLACK BLACK,gadgets-tech,wearable-gadgets,2,0,0,0,4990,4663.55,7385.89,1941.21,1941.21,1120.56,820.65,0,423.21
5256,20/1/2022,15477507,INVISIBOBBLE,Slim Pack 3 pcs. Bronze Me Pretty,women,hat-hair-accessories,1,0,0,0,235,219.63,197.67,21.96,21.96,NA,NA,0,61.5
5257,13/10/2021,75735630,INVISIBOBBLE,Hairhalo Hair Tie True Dark Sparkle ,women,hat-hair-accessories,4,0,0,0,355,331.78,1327.12,0,0,NA,NA,0,504.32
5258,26/5/2022,86025966,PHILIPS LIGHTING,กล่องฆ่าเชื้อแสงUVC MINI WH,tion-campaign,flash-deal-2-jul-22,2,0,0,0,1990,1400.93,2801.86,0,0,NA,NA,0,572.88
5259,25/2/2022,978573,Namiko,Green Marble-[Set of 4] Nonstick pan and pot with glass lid NM1 can be used with all types of stoves.,tion-campaign,flash-deal-7-jul-22,1,0,0,0,3990,1859.81,1859.81,0,0,NA,NA,0,358.2
5260,19/5/2022,21733109,CERAVE,Facial Moisturizing Lotion 1.75 oz,tion-campaign,flash-deal-7-jul-22,1,0,0,0,550,485.98,485.98,0,0,NA,NA,0,126.17
5261,21/2/2022,70630312,NIKE,Women's Yoga Swoosh Medium-Support Sports Bra CZ7610,sports,apparels,1,0,0,0,1300,724.3,724.3,0,0,NA,NA,0,56.12
5262,12/10/2021,16655393,ESQUIRE,หมอนหนุน Contour Memory Foam สีขาว,tion-campaign,flash-deal-6-jul-22,1,0,0,0,2790,559.81,503.83,55.98,55.98,NA,NA,0,241.64
5263,4/1/2022,540294,ADIDAS,Blue Essential Adjustable Gloves,sports,accessories,1,0,0,0,690,322.43,322.43,0,0,NA,NA,0,93.15
5264,24/1/2022,20319328,Coolpets,สายจูงสุนัขPINKYELLOW S,home,pet-supplies,1,0,0,0,175,92.52,92.52,0,0,NA,NA,0,36.74
5265,18/4/2022,915365,MARSHALL,Balck Marshall Bluetooth Speak Woburn II,gadgets-tech,audio-hifi,1,0,0,0,27900,22336.45,22327.1,9.35,9.35,NA,NA,10,2151
5266,1/10/2021,84040015,SANRIO_LOCAL,สายคล้องหน้ากากMM MASKSTRAP 2,women,personal-accessories,2,0,0,0,179,83.18,142.52,23.84,23.84,19.07,4.77,0,98.52
5267,1/4/2022,84121486,marks___spencer_online,Scottish All Butter Choc Chunk Shortbread Rounds,home,groceries-2,1,0,0,0,159,148.6,148.6,0,0,NA,NA,0,66.67
5268,13/12/2021,10693438,BRAUN,Shaver 3050CC,beauty,mens-grooming,1,0,0,0,7590,4607.48,4054.58,552.9,552.9,NA,NA,0,NA
5269,20/1/2022,13129514,MARSHALL,หูฟังแบบสาย MODE EQ BK,gadgets-tech,audio-hifi,1,0,0,0,2490,2327.1,2224.3,102.8,102.8,NA,NA,110,553.67
5270,6/5/2022,945887,RIN,White LCD Digital Clock Wireless charger PLUG IN 4LED,gadgets-tech,home-gadgets,1,0,0,0,1600,1392.52,1392.52,0,0,NA,NA,0,327.8
5271,26/3/2022,83247521,INVISIBOBBLE,Power Hair Tie Magic Rainbow ,women,hat-hair-accessories,1,0,0,0,265,247.66,204.32,43.34,43.34,30.95,12.38,0,55.72
5272,7/6/2022,2203881,TANITA,Digital Kitchen Scale KD-321 Sliver,tion-campaign,flash-deal-6-jul-22,4,0,0,0,2100,1570.09,5966.34,314.02,314.02,NA,NA,0,1479.02
5273,12/12/2021,32763195,GARMIN,Smartwatch VENU SQ SHADOW SHADOW GRAY SLATE,gadgets-tech,wearable-gadgets,1,0,0,0,7190,6345.79,6345.79,0,0,NA,NA,0,951.86
5274,29/11/2021,540289,ADIDAS,Red Essential Adjustable Gloves,sports,accessories,1,0,0,0,690,322.43,322.43,0,0,NA,NA,0,93.15
5275,23/11/2021,11237624,BIOTHERM,Homme UV Defense SPF50/PA+++ 30 mL,beauty,mens-grooming,2,0,0,0,1900,1509.35,2836.57,182.13,182.13,91.07,91.07,0,368.53
5276,23/3/2022,1141809,GUESS,"BAG NG848229 LINA DRAWSTRING BUCKET, BLACK",sports,accessories,2,0,0,1,4990,1399.07,1399.07,0,0,NA,NA,0,299.4
5277,31/1/2022,13639532,UNDERGEAR,Sport Bra 1703MJTC03,sports,apparels,3,0,0,0,495,228.97,549.53,137.38,137.38,NA,NA,0,117.58
5278,5/1/2022,17815482,MINI MONO,แว่นกันแดดGRADIENT PKกรอบRO GO,women,eyewear,1,0,0,0,150,55.14,49.45,5.69,5.69,NA,NA,0,-20.31
5279,19/2/2022,15477279,INVISIBOBBLE,Original Hair Tie Crystal Clear,women,hat-hair-accessories,2,0,0,0,215,200.93,401.86,0,0,NA,NA,0,152.7
5280,2/10/2021,78502567,MI,สมาร์ทวอทช์ MI WATCH LITE IV,gadgets-tech,wearable-gadgets,1,0,0,0,1990,1392.52,1392.52,0,0,NA,NA,0,139.25
5281,30/12/2021,20319182,Coolpets,ปลอกคอสุนัข RAINBOW L,home,pet-supplies,5,0,0,3,195,92.52,156.28,71.91,28.76,NA,NA,76.94,26.14
5282,8/5/2022,84157157,marks___spencer_online,Toffee Chocolate Eclairs,home,groceries-2,3,0,0,0,119,94.53,283.59,0,0,NA,NA,0,138.31
5283,27/10/2021,580003,Chipmunk,BLUE-DIY THREE WHEEL SCOOTER KIDS,tion-campaign,flash-deal-7-jul-22,3,0,0,0,2000,925.23,2775.69,0,0,NA,NA,0,712.8
5284,26/3/2022,46241665,marks___spencer_online,Custard Creams,home,groceries-2,1,0,0,0,59,46.87,44.52,2.35,2.35,NA,NA,0,26.37
5285,27/9/2021,11237624,BIOTHERM,Homme UV Defense SPF50/PA+++ 30 mL,beauty,mens-grooming,1,0,0,0,1900,1598.13,1430.28,167.85,167.85,92.57,75.28,0,196.26
5286,26/11/2021,86063005,GRABFOOD,[Pre-Order]Grab Food E-Coupon 100 for Minimum order 300thb,gift-with-purchase,others,4,0,0,0,100,93.46,3.76,370.08,370.08,NA,NA,0,3.76
5287,2/11/2021,70756074,HAVEN BATHTOWEL,เครื่องชั่งDIGITAL BG260BK,gadgets-tech,wearable-gadgets,1,0,0,0,1250,372.9,372.9,0,0,NA,NA,0,606.4
5288,7/6/2022,8579928,LAMOON,Nipple And Lip Balm 10 g,kids,maternity,3,0,0,2,195,155.14,155.14,0,0,NA,NA,0,64.83
5289,26/10/2021,716979,MARCO POLO,Black FL-LS3161 C1,women,eyewear,1,0,0,0,5990,887.85,887.85,0,0,NA,NA,0,256.5
5290,26/3/2022,10646496,UNDERGEAR,Sport Bra 1603MJCSB02,sports,apparels,1,0,0,0,495,228.97,228.97,0,0,NA,NA,0,70.1
5291,4/1/2022,716885,GRANDSPORT,Black Women's One-Piece Swimsuit (342670),sports,accessories,1,0,0,0,1050,981.31,981.31,0,0,NA,NA,0,126
5292,29/1/2022,27766781,MINI MONO,AVIATOR Sunglasses Grey,men,eyewear,1,0,0,0,80,74.77,74.77,0,0,NA,NA,0,37.02
5293,27/9/2021,408969,DREAM CHEF,Korean marble coating wok pan (Original 32CM)  Made In Korea,tion-campaign,flash-deal-6-jul-22,1,0,0,0,5900,1112.15,1112.15,0,0,NA,NA,0,261.8
5294,8/5/2022,274674,JBL,หูฟังไร้สาย (สี Blue) รุ่น Tune 125TWS,gadgets-tech,audio-hifi,1,0,0,0,3290,1906.54,1906.54,0,0,NA,NA,0,102
5295,25/3/2022,45955082,Lifree,Lifree super absorbent sheet. 36 pcs.,home,eldery-care,4,0,0,0,329,307.48,1201.41,28.51,28.51,NA,NA,0,223.4
5296,6/5/2022,2596532,BIOTHERM,FORCE SUPREME CLEANSER T125ML,beauty,mens-grooming,1,0,0,0,1500,1261.68,1261.68,0,0,NA,NA,0,287.45
5297,2/4/2022,84725868,GQ,Smart Clean 170-222434 Red,women,personal-accessories,1,0,0,0,99,92.52,74.22,18.3,18.3,9.25,8.22,0.88,-8.06
5298,13/3/2022,46241115,marks___spencer_online,Cheese Twist Banded,home,groceries-2,1,0,0,0,259,242.06,242.06,0,0,NA,NA,0,143.15
5299,19/12/2021,85993136,ZEBRA,Extra Duo Set 185469 Silver,tion-campaign,flash-deal-6-jul-22,1,0,0,0,1750,746.73,746.73,0,0,NA,NA,0,126.94
5300,23/3/2022,748879,GRANDSPORT,Black Swim goggles For Adult (343397),sports,apparels,1,0,0,0,195,154.21,150.42,3.79,3.79,NA,NA,4,19.8
5301,14/2/2022,45954993,Lifree,Daily Care Pad Purfume10cc28P,home,eldery-care,2,0,0,0,69,51.4,102.8,0,0,NA,NA,0,25.06
5302,25/5/2022,830717,ADIDAS,Grey Fitness Mat - 10mm,tion-campaign,flash-deal-8-jun-22-2,1,0,0,0,1790,1112.15,1112.15,0,0,NA,NA,0,113.05
5303,11/1/2022,MJT51339180,MUJI,Pp Cable Case 5232207613 White,gadgets-tech,computers,1,0,0,0,59,55.14,55.14,0,0,NA,NA,0,NA
5304,23/12/2021,915365,MARSHALL,Balck Marshall Bluetooth Speak Woburn II,gadgets-tech,audio-hifi,1,0,0,0,27900,20467.29,20467.29,0,0,NA,NA,0,1971
5305,3/12/2021,71039367,GQ,GQ MASK MAX 2.0 BK F,women,personal-accessories,1,0,0,0,290,271.03,271.03,0,0,NA,NA,0,43.37
5306,6/1/2022,88231976,PIGEON,Gift Set,kids,baby-sets,1,0,0,0,795,742.99,742.99,0,0,NA,NA,0,257.34
5307,8/4/2022,85993136,ZEBRA,Extra Duo Set 185469 Silver,tion-campaign,flash-deal-6-jul-22,2,0,0,0,1750,653.27,1230.95,75.59,75.59,NA,NA,0,191.37
5308,11/11/2021,32386660,HAPPY PLUGS,HAPPY PLUGS Model AIR 1 GO Pink,gadgets-tech,audio-hifi,1,0,0,0,1690,1579.44,1579.44,0,0,NA,NA,0,558.33
5309,25/2/2022,75086893,NIKE,W DF SWSH 1PP BRA PI L,sports,apparels,2,0,0,0,1300,602.8,1205.6,0,0,NA,NA,0,-130.76
5310,30/9/2021,82126575,ORIGINS,Be Radiant Gift Set,gift-with-purchase,beauty,2,0,0,1,2400,2018.69,2018.69,85.98,0,NA,NA,92,336.45
5311,9/11/2021,22873026,FITBIT,Versa 2 SPECIAL EDITION Smart Navy & Pink Woven/Copper Rose Aluminium,gadgets-tech,wearable-gadgets,2,0,0,0,8990,4196.26,8392.52,0,0,NA,NA,0,1251.52
5312,6/3/2022,23758629,MINI MONO,POWER BANK 20000 mAh Black,gadgets-tech,mobiles-tablets,1,0,0,0,480,448.6,448.6,0,0,NA,NA,0,177.57
5313,27/11/2021,700688,keychron,K4 V.2 Wireless Mechanical Keyboard Gateron (Hot-swappable) Brown Switch LG,gadgets-tech,computers,1,0,0,0,4390,4102.8,4102.8,0,0,NA,NA,0,263.4
5314,31/10/2021,766636,ADIDAS,ADIDAS TRAINING AEROREADY Baseball Cap Unisex,sports,accessories,3,0,0,0,550,257.01,771.03,0,0,NA,NA,0,99
5315,19/11/2021,915363,MARSHALL,White Marshall Bluetooth Speak Woburn II,gadgets-tech,audio-hifi,1,0,0,0,27900,20467.29,20467.29,0,0,NA,NA,0,1971
5316,12/3/2022,20965518,JASON,เอ็กซ์ สแลสเชอร์ เวอร์ชั่น 2,sports,equipments,1,0,0,0,540,378.5,378.5,0,0,NA,NA,0,99.08
5317,27/5/2022,16814455,CERTAINTY,กางเกงอนามัย Day Pants ไซส์ M จำนวน 34 ชิ้น x 4 แพ็ค (ยกลัง),home,eldery-care,2,0,0,0,1799,1565.42,2415.89,714.95,714.95,481.31,233.64,0,-74.33
5318,4/3/2022,17062220,Lifree,Rehabili Pants White Size M ,home,eldery-care,1,0,0,0,1647,1400.93,1400.93,0,0,NA,NA,0,316.11
5319,15/9/2021,70700244,Bok Bok,Fish Powder For Dog 50 g,home,pet-supplies,2,0,0,0,49,45.79,91.58,0,0,NA,NA,0,27.88
5320,25/1/2022,40740,ADIDAS,Adidas Training Mat - Dark Grey Camo,sports,equipments,1,0,0,0,2690,1257.01,1257.01,0,0,NA,NA,0,127.78
5321,4/9/2021,MJT51339173,MUJI,Pp Cable Case With Stand 5232207590 White,gadgets-tech,computers,6,0,0,0,59,55.14,330.84,0,0,NA,NA,0,NA
5322,27/4/2022,790767,PLAYBOY,Pink Crossbody bag ST-BS211PB038-PK,sports,accessories,1,0,0,0,3490,978.5,978.5,0,0,NA,NA,0,230.34
5323,4/5/2022,86381581,GIORGIO_ARMANI,ADGH DEODORANT 75,beauty,mens-grooming,1,0,0,0,1500,1261.68,1198.6,63.08,63.08,NA,NA,0,354.27
5324,20/12/2021,32987508,GQ,GQ BLUE MASK BL F,women,personal-accessories,4,0,0,0,150,140.19,280.38,280.38,280.38,NA,NA,0,57.7
5325,6/4/2022,1013421,NIKE,BLACK NIKE Sportswear Unisex Bucket Hat,sports,accessories,1,0,0,0,900,672.9,672.9,0,0,NA,NA,0,86.4
5326,17/1/2022,735294,LIVERPOOL FOOTBALL CLUB,Red LIVERPOOL FOOTBALL CLUB Liverbird Unisex Face Cover,sports,equipments,1,0,0,0,259,170.09,170.09,0,0,NA,NA,0,21.84
5327,11/1/2022,12211531,GOODY,Small Half Claw Clips 4 CT Brown-Black,women,hat-hair-accessories,2,0,0,0,125,99.07,198.14,0,0,NA,NA,0,65.27
5328,27/4/2022,15477385,INVISIBOBBLE,Power Pack 3 pcs. Crystal Clear,women,hat-hair-accessories,1,0,0,0,265,247.66,247.66,0,0,NA,NA,0,99.06
5329,31/12/2021,80848943,FOREO,LUNA go for combination skin,tion-campaign,flash-deal-3-jul-22,1,0,0,0,3780,3532.71,3169.16,363.55,363.55,176.64,186.92,0,696.26
5330,25/3/2022,83689826,SANRIO,Bedding Sheet Little Twin Stars 5 Ft. Pink Queen,tion-campaign,flash-deal-7-jul-22,1,0,0,0,2300,1074.77,806.08,268.69,268.69,201.51,67.18,0,452.1
5331,26/12/2021,556765,ADIDAS,ADIDAS FOOTBALL/SOCCER Tabela 18 Jersey Men,sports,apparels,2,0,0,0,500,228.97,457.94,0,0,NA,NA,0,58.8
5332,20/3/2022,690388,DEERMA,White Vacuum Cleaner CM800,tion-campaign,flash-deal-7-jul-22,1,0,0,0,2290,887.85,887.85,0,0,NA,NA,0,66.5
5333,17/5/2022,70733426,Eazy_Clean,Black clover Double Rail Garment Rack DBS2017KF14 Black,tion-campaign,flash-deal-6-jul-22,1,0,0,0,895,513.08,513.08,0,0,NA,NA,0,244.24
