,order_date,sku,online_brand,online_name,online_category,online_subcategory,total_qty_ordered,total_qty_returned,total_qty_refunded,total_qty_canceled,unit_original_price,unit_sale_price_exc_vat,total_nmv_exc_vat,discount_amt_bfr_CR,total_discount_amount,total_discount_coupon,total_discount_on_top,total_amount_the1_reedeem,GP
5031,17/9/2021,726329,E-GIFT CARDS,"Sanrio Kitty 1,000Baht",gift-with-purchase,other,10,0,0,0,1000,934.58,9345.8,0,0,NA,NA,0,200
5032,23/12/2021,629778,turbo_bicycle,"BEIGE VINTAGE BIKE 20"" METRO",tion-campaign,flash-deal-5-jul-22,1,0,0,0,3940,3308.41,3308.41,0,0,NA,NA,0,336.3
5033,11/1/2022,7521324,LAMOON,Organic Breast Therapy Pack,kids,maternity,2,0,0,0,420,392.52,570.4,214.64,214.64,158.88,55.77,0,203.92
5034,14/12/2021,15722881,SHISEIDO,Men Total Revitalizer Cream 50 mL,beauty,mens-grooming,1,0,0,0,3000,2523.36,2107.99,415.37,415.37,259.61,155.77,0,151.26
5035,11/12/2021,84163691,marks___spencer_online,Gluten Free Salt & Pepper Lentil Crackers,home,groceries-2,1,0,0,0,139,129.91,129.91,0,0,NA,NA,0,59.61
5036,2/4/2022,83737138,KERASTASE,Multi-usage Oil for Extremely Shiny Hair and Anti frizz 100 mL. - Elixir Ultime Original Versatile Beautifying Oil,tion-campaign,flash-deal-5-jul-22,2,0,0,0,1595,1342.06,2311.62,372.5,372.5,217.76,154.74,0,416.4
5037,20/4/2022,31138895,CONVERSE,หมวกเบสบอลแคป,men,hats-caps,2,0,0,0,590,551.4,1102.8,0,0,NA,NA,0,275.7
5038,7/9/2021,790776,PLAYBOY,Black  Waist bag ST-BS212PB041-BK,sports,accessories,1,0,0,0,2890,1080.37,1080.37,0,0,NA,NA,0,254.32
5039,10/4/2022,690388,DEERMA,White Vacuum Cleaner CM800,tion-campaign,flash-deal-7-jul-22,1,0,0,0,2290,887.85,791.35,96.5,96.5,NA,NA,103.26,66.5
5040,30/9/2021,25078954,PICCOLO,Baby Bottle Drying Rack,kids,baby-sets,1,0,0,0,595,372.9,349.6,23.3,23.3,NA,NA,0,132.98
5041,26/12/2021,10477,MARCO POLO,Black Marco Polo  XS-XF5648 BK,women,eyewear,1,0,0,0,4790,859.81,859.81,0,0,NA,NA,0,248.4
5042,4/10/2021,83556098,JBL,Ear Headphones T110 Black,gadgets-tech,audio-hifi,3,0,0,2,490,457.94,457.94,0,0,NA,NA,0,68.69
5043,10/1/2022,240718,XIAOMI,White Xiaomi Petonee Deodorizer Smart Geruch Eliminator,gadgets-tech,home-gadgets,1,0,0,0,990,829.91,829.91,0,0,NA,NA,0,106.56
5044,15/10/2021,13129514,MARSHALL,หูฟังแบบสาย MODE EQ BK,gadgets-tech,audio-hifi,2,0,0,0,2490,2327.1,4654.2,0,0,NA,NA,0,1312.94
5045,4/11/2021,23784697,lesasha,ไดร์เป่าผม,tion-campaign,flash-deal-6-jul-22,1,0,0,0,2390,1587.85,1587.85,0,0,NA,NA,0,579.7
5046,3/6/2022,620152,GRANDSPORT,Blue Tent #3 person dome tent 1 door 2 window +flysheet  311063,tion-campaign,flash-deal-2-jul-22,3,0,0,0,1900,615.89,1847.67,0,0,NA,NA,0,237.24
5047,24/10/2021,70416398,ESTIMATE,ผ้าพันคอ PR2 F,women,scarves-gloves,1,0,0,0,690,232.71,220.45,12.26,12.26,NA,NA,0,-2.37
5048,12/9/2021,535216,GRANDSPORT,Black XOLO MASK (041026),sports,accessories,1,0,0,0,159,105.61,105.61,0,0,NA,NA,0,13.56
5049,5/12/2021,17124706,THREE,Rhythm Serenity Cold Pressed Oil Flax,beauty,beauty-supplementary,2,0,0,0,2600,2065.42,4130.84,0,0,NA,NA,0,1405
5050,4/4/2022,1150300,BREO,Blue iMask Graphene Smooth Temperature Control Eye Mask,sports,equipments,1,0,0,0,1150,1074.77,1004.68,70.09,70.09,NA,NA,75,195.5
5051,9/3/2022,530708,MARCO POLO,Black FM183842 BK,men,eyewear,1,0,0,0,8290,906.54,906.54,0,0,NA,NA,0,261.9
5052,11/10/2021,70756050,HAVEN BATHTOWEL,เครื่องชั่งวัดไขมันAPP FG260BK,gadgets-tech,wearable-gadgets,1,0,0,0,1650,929.91,929.91,0,0,NA,NA,0,688.95
5053,2/9/2021,21382673,HUGGIES,PLATINUM GIFT SET SPJ 1X2,kids,baby-sets,1,0,0,0,1499,700.93,700.93,0,0,NA,NA,0,329.19
5054,27/1/2022,10097,MARCO POLO,"Pink,Gold Marco Polo แว่นสายตา -EMD3068 C23",women,eyewear,1,0,0,0,5990,906.54,906.54,0,0,NA,NA,0,261.9
5055,13/6/2022,10511,MARCO POLO,Black Sporty Round Sunglasses,women,eyewear,1,0,0,0,4290,887.85,887.85,0,0,NA,NA,0,256.5
5056,20/2/2022,15477521,INVISIBOBBLE,Kids Hair Tie Magic Rainbow,women,hat-hair-accessories,1,0,0,0,215,200.93,200.93,0,0,NA,NA,0,76.35
5057,7/9/2021,678822,ADIDAS,adidas TRAINING Prime Tee Women White FL8784,sports,apparels,1,0,0,0,800,388.79,388.79,0,0,NA,NA,0,49.92
5058,7/2/2022,18735451,PHILIPS AVENT,Hair Clipper for Kid HC1055/15,kids,baby-sets,1,0,0,0,1490,1018.69,1018.69,0,0,NA,NA,0,313.51
5059,22/12/2021,10587706,GOODY,Rubberband Black,women,hat-hair-accessories,1,0,0,0,115,90.65,90.65,0,0,NA,NA,0,29.79
5060,23/9/2021,32987508,GQ,GQ BLUE MASK BL F,women,personal-accessories,6,0,0,1,150,140.19,345.1,355.85,355.85,NA,NA,0,66.75
5061,23/9/2021,84162359,marks___spencer_online,Woodspice Gentlemen Aftershave,beauty,mens-grooming,1,0,0,0,595,556.07,556.07,0,0,NA,NA,0,556.07
5062,20/1/2022,22882844,ZEENZONE_BEAUTY,ผ้าปิดตาแมวสีขาว,men,eyewear,5,0,0,0,95,17.76,88.8,0,0,NA,NA,0,-58.73
5063,25/11/2021,22869814,AFTERSHOKZ,หูฟัง AEROPEX BLUE ECLIPSE,gadgets-tech,audio-hifi,1,0,0,0,5990,5598.13,4757.01,841.12,841.12,560.75,280.37,0,1137.82
5064,3/4/2022,86039758,CONVERSE,Jack Purcell Baseball Cap  1521440H1BKXX Black,men,hats-caps,1,0,0,0,750,630.84,630.84,0,0,NA,NA,0,142.64
5065,8/11/2021,70017717,Smiggle,Block Tunes Headphones Pink,gadgets-tech,audio-hifi,1,0,0,0,990,832.71,832.71,0,0,NA,NA,0,461.24
5066,18/1/2022,MJT51316426,MUJI,Water Repellent Hat DBA03A1S,women,hat-hair-accessories,1,0,0,0,690,644.86,644.86,0,0,NA,NA,0,NA
5067,11/3/2022,88012858,LEGO,My City Hospital 60330 Multi-Color,tion-campaign,flash-deal-8-jun-22-2,1,0,0,0,3735,3490.65,2700.47,790.18,790.18,490.12,300.06,0,326.83
5068,6/2/2022,4796435,PIGEON,EX MAGMAG NIPPLE CUP STEP1,kids,baby-sets,1,0,0,0,245,228.97,183.18,45.79,45.79,25.44,20.36,0,16.3
5069,11/10/2021,16885868,BIOTHERM,Homme T-Pur Micro Peeling Serum 50 ml. เซรั่ม Homme T-Pur Micro Peeling Serum 50 ml.,beauty,mens-grooming,2,0,0,0,1950,1549.53,2758.17,340.89,340.89,0,154.95,0,419.81
5070,16/11/2021,46241672,marks___spencer_online,Chocolate Dutch Shortcake,home,groceries-2,2,0,0,0,169,126.36,252.72,0,0,NA,NA,0,252.72
5071,21/12/2021,81341603,DIVOOM,DITOO PLUA PINK,gadgets-tech,audio-hifi,1,0,0,0,2890,2700.93,2700.93,0,0,NA,NA,0,819.73
5072,9/12/2021,MJT51339180,MUJI,Pp Cable Case 5232207613 White,gadgets-tech,computers,12,0,0,0,59,55.14,661.68,0,0,NA,NA,0,NA
5073,3/6/2022,10468,MARCO POLO,Green Marco Polo XS-A9103 GR,tion-campaign,flash-deal-8-jun-22-2,1,0,0,0,5990,859.81,859.81,0,0,NA,NA,0,248.4
5074,11/5/2022,14945441,MINISTRY OF MAMA,Aroma Heat Pack Purple,kids,maternity,1,0,0,0,550,462.62,462.62,0,0,NA,NA,0,156.01
5075,15/11/2021,76267222,PRAMY,Wet Cat Food - Tuna Pouch 70 g,home,pet-supplies,1,0,0,0,29,27.1,27.1,0,0,NA,NA,0,9.12
5076,7/5/2022,888464,SWISSE,Yellow Ultiboost Lung health support 90 Tablets,sports,supplementary-food,3,0,0,0,1820,887.85,2663.55,0,0,NA,NA,0,513
5077,12/6/2022,76856969,JOURNAL,Scarf 2104KKSC011 Pink Size Free Size,women,beach-accessories,1,0,0,0,895,397.2,379.44,17.76,17.76,NA,NA,19,123.03
5078,8/9/2021,530699,MARCO POLO,Silver SMRE 9275 C5,men,eyewear,2,0,0,0,7690,746.73,1493.46,0,0,NA,NA,0,431.46
5079,25/11/2021,8778536,BREAKER,Kid's Canvas Student Shoes 4X4,kids,kids-shoes,10,0,0,0,319,298.13,2981.3,0,0,NA,NA,0,894.38
5080,20/9/2021,38912092,GARMIN,VIVOACTIVE4S REY STARWAR,gadgets-tech,wearable-gadgets,2,0,0,0,15500,14485.98,28971.96,0,0,NA,NA,0,4345.8
5081,5/4/2022,27766767,MINI MONO, SHINY Sunglasses Multi-Color,men,eyewear,1,0,0,0,120,112.15,112.15,0,0,NA,NA,0,51.74
5082,9/11/2021,86041362,SKULLCANDY,DIME TRUE BLACK,gadgets-tech,audio-hifi,1,0,0,0,1490,1392.52,1392.52,0,0,NA,NA,0,502.53
5083,20/9/2021,70415285,ZWILLING,กระทะWOK BALLARINI MURANO 30CM,tion-campaign,flash-deal-5-jul-22,2,0,0,0,5290,2966.36,5932.72,0,0,NA,NA,0,2107.9
5084,13/12/2021,530684,MARCO POLO,Black SMRE 5808 C1,men,eyewear,1,0,0,0,8290,746.73,746.73,0,0,NA,NA,0,215.73
5085,2/10/2021,25989984,SULWHASOO,Gentle Cleansing Oil 200 mL,beauty,mens-grooming,2,0,0,1,1400,1177.57,1177.57,117.76,0,NA,NA,0,401.68
5086,3/4/2022,12211548,GOODY,Frost Large Bowtie Claw Clip Black,women,hat-hair-accessories,1,0,0,0,145,114.95,106.9,8.05,8.05,NA,NA,0,29.82
5087,27/12/2021,70325706,SKIN1004,Madagascar Centella Watergel Sheet Ampoule Mask (25 mL X 5 pcs.),beauty,mens-grooming,1,0,0,0,390,255.14,30.48,224.66,224.66,NA,NA,240.39,-135.85
5088,15/5/2022,321381,COACH,Kira Crossbody In Colorblock Signature Canvas B4/Tan Rust,sports,accessories,1,0,0,0,9900,8789.72,8322.43,467.29,467.29,NA,NA,0,1128.6
5089,26/11/2021,767951,ADIDAS,ADIDAS TRAINING Primeblue Dad Cap Unisex,sports,accessories,3,0,0,1,900,294.39,588.78,0,0,NA,NA,0,75.6
5090,27/5/2022,20319342,Coolpets,สายรัดอกสุนัขPURPLE L,home,pet-supplies,2,0,0,0,375,92.52,185.04,0,0,NA,NA,0,-65.63
5091,31/1/2022,MJT50783588,MUJI,Polycarbonate Ball Point Pen PLBALLPEN07 ,jewelry-watches,pens,6,0,0,3,35,32.71,98.13,0,0,NA,NA,0,NA
5092,8/5/2022,MJT51335229,MUJI,Highlighter HILIGHTCAP ,jewelry-watches,pens,1,0,0,0,19,15.89,15.89,0,0,NA,NA,0,NA
5093,4/1/2022,20414993,BABY MOBY,Refill Mini Cotton Buds,kids,baby-sets,1,0,0,0,265,210.28,191.43,18.85,18.85,NA,NA,0,71.13
5094,25/12/2021,738267,Moving,Pink-Kids Bike 16 in Star Unicorn Steel,sports,equipments,2,0,0,1,5000,2140.19,2140.19,0,0,NA,NA,0,549.6
5095,18/12/2021,10477,MARCO POLO,Black Marco Polo  XS-XF5648 BK,women,eyewear,1,0,0,0,4790,906.54,906.54,0,0,NA,NA,0,261.9
5096,25/5/2022,75856885,ATTITUDE MOM,Galaxy ll Electric Breast Pump White,tion-campaign,flash-deal-8-jun-22-2,1,0,0,0,22670,15886.92,13363.65,2523.27,2523.27,1588.69,934.58,0,3561.15
5097,30/5/2022,2596532,BIOTHERM,FORCE SUPREME CLEANSER T125ML,beauty,mens-grooming,1,0,0,0,1500,1191.59,1113.71,77.88,77.88,0,77.88,0,139.48
5098,3/12/2021,915365,MARSHALL,Balck Marshall Bluetooth Speak Woburn II,gadgets-tech,audio-hifi,1,0,0,0,27900,22336.45,22336.45,0,0,NA,NA,0,2151
5099,19/1/2022,580004,Chipmunk,PINK-DIY THREE WHEEL SCOOTER KIDS,tion-campaign,flash-deal-6-jul-22,1,0,0,0,2000,886.92,812.15,74.77,74.77,NA,NA,80,227.76
5100,12/11/2021,1007813,AMADO,Set Colligi  buy 1 get 1 Free (160g x 2 Pas ),beauty,beauty-supplementary,1,0,0,0,7960,933.64,695.35,238.29,238.29,NA,NA,294.15,269.73
5101,19/3/2022,25624,ADIDAS,Adidas Mini Bands Pack 3 pcs.,sports,equipments,1,0,0,0,790,551.4,551.4,0,0,NA,NA,0,56.05
5102,2/1/2022,347233,RESTER,White Foot Massage iStepp E-8099,tion-campaign,flash-deal-6-jul-22,1,0,0,0,9900,2850.47,2707.95,142.52,142.52,NA,NA,0,366
5103,18/3/2022,37833459,marks___spencer_online,Cheese Twists Savoury,home,groceries-2,1,0,0,0,139,129.91,129.91,0,0,NA,NA,0,60.29
5104,20/3/2022,10423,MARCO POLO,Black Marco Polo SMDJ6090 C1,men,eyewear,1,0,0,0,7350,906.54,906.54,0,0,NA,NA,0,261.9
5105,19/4/2022,70756050,HAVEN BATHTOWEL,เครื่องชั่งวัดไขมันAPP FG260BK,gadgets-tech,wearable-gadgets,1,0,0,0,1650,559.81,559.81,0,0,NA,NA,0,318.85
5106,31/12/2021,700689,keychron,K2 V.2 Wireless Mechanical Keyboard Gateron (Hot-swappable) Red Switch LG,gadgets-tech,computers,1,0,0,0,3890,3635.51,1023.83,2611.68,2611.68,NA,NA,2600,233.4
5107,31/5/2022,84672995,LEGO,Escape From The Ten Rings 76176 Multi-Color,tion-campaign,flash-deal-4-jul-22,1,0,0,0,1120,732.71,732.71,0,0,NA,NA,0,188.94
5108,7/9/2021,23726574,CENTRAL HOME,SPIN MOP MICROFIBER,tion-campaign,flash-deal-5-jul-22,2,0,0,0,2290,925.23,1850.46,0,0,NA,NA,0,1348.48
5109,19/9/2021,11237624,BIOTHERM,Homme UV Defense SPF50/PA+++ 30 mL,beauty,mens-grooming,1,0,0,0,1900,1598.13,1598.13,0,0,NA,NA,0,364.11
5110,22/2/2022,12211548,GOODY,Frost Large Bowtie Claw Clip Black,women,hat-hair-accessories,1,0,0,0,145,114.95,114.95,0,0,NA,NA,0,37.87
5111,28/11/2021,83189395,LocknLock,Wok Pan LDE1225IH Size 22 cm.  Yellow,tion-campaign,flash-deal-8-jun-22-2,2,0,0,0,999,559.81,559.81,559.81,559.81,NA,NA,599,-173.93
5112,5/12/2021,84133304,marks___spencer_online,Sweet Orange  Marmalade No Peel ,home,groceries-2,1,0,0,0,129,120.56,120.56,0,0,NA,NA,0,55.16
5113,31/12/2021,14323812,BABY MOBY,แผ่นซับน้ำนม 60ชิ้น,kids,maternity,2,0,0,0,235,185.98,327.6,44.36,44.36,12.29,32.07,0,114.76
5114,24/12/2021,34414385,CUIZIMATE,ตะกร้าเหลี่ยมลายหวายP4BR OL,tion-campaign,flash-deal-3-jul-22,2,0,0,1,995,279.44,279.44,19.56,0,NA,NA,0,414.04
5115,1/9/2021,83597183,MILK PLUS & MORE,Banana Blossom Drink with Dates Palm Juice 35% - Jujube Pink 250 mL,kids,maternity,5,0,0,0,89,83.18,415.9,0,0,NA,NA,0,176.72
5116,11/11/2021,949800,BROTHER,Yellow Ink Cartridge,gadgets-tech,computers,7,0,0,0,230,214.95,1504.65,0,0,NA,NA,0,80.5
5117,2/5/2022,33021232,la_roche_posay_online,EFFACLAR SERUM 30 ML,tion-campaign,flash-deal-2-jul-22,2,0,0,0,1300,911.21,1662.26,160.16,160.16,NA,NA,0,481.32
5118,23/5/2022,16273740,PiPPER STANDARD,น้ำยาล้างจานถุงเติมกลิ่นซิตรัส,tion-campaign,flash-deal-5-jul-22,7,0,0,0,169,144.86,803.95,210.07,210.07,121.68,88.39,0,187.17
5119,26/4/2022,1084680,PLAYBOY,White Waist bag ST-BS214PB052-WH,sports,accessories,5,1,1,0,2890,810.28,3138.32,102.8,102.8,NA,NA,110,762.96
5120,4/2/2022,MJT51339180,MUJI,Pp Cable Case 5232207613 White,gadgets-tech,computers,2,0,0,0,59,55.14,110.28,0,0,NA,NA,0,NA
5121,10/9/2021,75086848,NIKE,W DF SWSH 1PP BRA IN M,sports,apparels,2,0,0,0,1300,559.81,1018.86,100.76,100.76,NA,NA,0,-317.5
5122,1/11/2021,534856,ADIDAS,adidas FOOTBALL/SOCCER Tabela 18 Jersey Men Blue CE8937,sports,apparels,3,0,0,1,500,140.19,280.38,0,0,NA,NA,0,36
5123,23/2/2022,2596532,BIOTHERM,FORCE SUPREME CLEANSER T125ML,beauty,mens-grooming,1,0,0,0,1500,1261.68,1261.68,0,0,NA,NA,0,287.45
5124,10/11/2021,92016552,GIORGIO_ARMANI,ARMANI CODE DONNA EDP 75,beauty,mens-grooming,1,0,0,0,4400,3700.93,3330.84,370.09,370.09,NA,NA,0,473.1
5125,13/1/2022,24339889,HAVEN,Pillow-Mate : P-Micro 800G 48X74,tion-campaign,flash-deal-2-jul-22,1,0,0,0,395,140.19,140.19,0,0,NA,NA,0,45.19
5126,19/9/2021,900409,ADIDAS,Pink ADIDAS Power 5 Small Kids Backpack,sports,accessories,1,0,0,0,900,420.56,378.86,41.7,41.7,NA,NA,0,76.5
5127,28/10/2021,23467132,MINI MONO,Hair Clip 10Pcs. XI10864 Multi-Color,women,hat-hair-accessories,1,0,0,0,60,56.07,56.07,0,0,NA,NA,0,25.23
5128,27/2/2022,24339889,HAVEN,Pillow-Mate : P-Micro 800G 48X74,tion-campaign,flash-deal-2-jul-22,2,0,0,0,395,185.98,279.44,92.52,92.52,NA,NA,0,89.44
5129,11/2/2022,83247521,INVISIBOBBLE,Power Hair Tie Magic Rainbow ,women,hat-hair-accessories,2,0,0,0,255,238.32,476.64,0,0,NA,NA,0,181.12
5130,23/1/2022,23503182,AFTERSHOKZ,หูฟัง AEROPEX SOLAR RED,gadgets-tech,audio-hifi,1,0,0,0,5990,5598.13,4459.06,1139.07,1139.07,671.78,467.29,0,839.87
5131,21/11/2021,84162175,marks___spencer_online,Fruity Jelly Beans,home,groceries-2,1,0,0,0,39,25.51,25.51,0,0,NA,NA,0,8.25
5132,13/11/2021,19598468,CENTRAL SOUVENIR,CAP BKK NAVY,women,hat-hair-accessories,1,0,0,0,450,120.56,120.56,0,0,NA,NA,0,-39.44
5133,14/11/2021,21951886,THREE,BALANCING CLEANSING OIL R185ML,tion-campaign,flash-deal-7-jul-22,1,0,0,0,1900,1775.7,1684.38,91.32,91.32,27.45,14.81,52.49,498.39
5134,6/6/2022,900631,ADIDAS,Black ADIDAS AEROREADY 3-Stripes Unisex Cap,sports,accessories,1,0,0,0,800,598.13,598.13,0,0,NA,NA,0,76.8
5135,20/5/2022,13722449,IFLIN BABY,ผ้าห่มใยไผ่ เด็กโต 2 4ปี STARS,kids,maternity,1,0,0,0,2490,2327.1,1791.89,535.21,535.21,418.88,116.34,0,403.77
5136,14/10/2021,37833459,marks___spencer_online,Cheese Twists Savoury,home,groceries-2,2,0,0,0,139,129.91,247.12,12.7,12.7,NA,NA,0,247.12
5137,28/2/2022,81335602,SANRIO,กิ๊บหนีบผมLONG HAIR CLIP KU,women,hat-hair-accessories,1,0,0,0,285,266.36,266.36,0,0,NA,NA,0,179.99
5138,8/1/2022,234620,JBL,In-Ear Bluetooth Headphone (Black) T110BT,gadgets-tech,audio-hifi,1,0,0,0,1990,738.32,738.32,0,0,NA,NA,0,39.5
5139,23/9/2021,46241733,marks___spencer_online,Redcurrant Puff,home,groceries-2,1,0,0,0,169,157.94,157.94,0,0,NA,NA,0,157.94
5140,18/11/2021,15477385,INVISIBOBBLE,Power Pack 3 pcs. Crystal Clear,women,hat-hair-accessories,1,0,0,0,255,238.32,238.32,0,0,NA,NA,0,98.21
5141,20/12/2021,82379001,GARMIN,VENU 2 SILVER BLUE GRANITE,gadgets-tech,wearable-gadgets,1,0,0,0,13690,12794.39,12794.39,0,0,NA,NA,0,2001.95
5142,23/10/2021,634773,ADIDAS,ADIDAS RUNNING Own the Run Hooded Wind Jacket Men,sports,apparels,1,0,0,0,1900,364.49,364.49,0,0,NA,NA,0,46.8
5143,25/12/2021,24339889,HAVEN,Pillow-Mate : P-Micro 800G 48X74,tion-campaign,flash-deal-2-jul-22,2,0,0,0,395,140.19,256.27,24.11,24.11,NA,NA,0,66.27
5144,15/9/2021,70208764,PiPPER STANDARD,น้ำยาล้างห้องน้ำฆ่าเชื้อ400,tion-campaign,flash-deal-7-jul-22,6,0,0,0,189,176.64,599.1,460.74,460.74,217.76,29.42,0,291.94
5145,5/9/2021,920928,Namiko,"Black - smart parasol Automatically folds in one hand Easy to use, lightweight, easy to carry, model YS1",women,umbrella,1,0,0,0,399,185.98,143.92,42.06,42.06,NA,NA,45,35.82
5146,8/6/2022,1094698,xtivepro,Black Barbell Set 20kg,sports,equipments,1,0,0,0,5990,1168.22,1168.22,0,0,NA,NA,0,187.5
5147,12/9/2021,16655393,ESQUIRE,หมอนหนุน Contour Memory Foam สีขาว,tion-campaign,flash-deal-6-jul-22,2,0,0,0,2790,653.27,1306.54,0,0,NA,NA,0,782.16
5148,2/12/2021,32844528,FITBIT,INSPIRE 2 BLACK/BLACK,gadgets-tech,wearable-gadgets,1,0,0,0,3990,3355.14,3019.63,335.51,335.51,NA,NA,0,356.45
5149,25/4/2022,37833459,marks___spencer_online,Cheese Twists Savoury,home,groceries-2,1,0,0,0,139,110.42,104.9,5.52,5.52,NA,NA,0,35.77
5150,22/11/2021,20575458,MANAMI,มานามิ มูราซากิ บอดี้ วอช,kids,maternity,1,0,0,0,990,925.23,925.23,0,0,NA,NA,0,393.13
5151,17/1/2022,919394,NIKE,NIKE Paris Saint-Germain Heritage86 Unisex Cap,sports,accessories,1,0,0,0,850,635.51,635.51,0,0,NA,NA,0,81.6
5152,15/1/2022,32987515,GQ,GQ GREY MASK GY F,women,personal-accessories,2,0,0,0,150,140.19,137.69,142.69,142.69,NA,NA,4.94,26.35
5153,4/3/2022,32987485,GQ,GQ BLACK MASK BK F,women,personal-accessories,1,0,0,0,150,140.19,140.19,0,0,NA,NA,0,15.52
5154,25/5/2022,16655393,ESQUIRE,หมอนหนุน Contour Memory Foam สีขาว,tion-campaign,flash-deal-6-jul-22,1,0,0,0,2790,653.27,653.27,0,0,NA,NA,0,391.08
5155,16/9/2021,892028,JABRA,Black - Bluetooth Headset Talk 25 (Mini),gadgets-tech,audio-hifi,2,0,0,1,1390,1018.69,1018.69,0,0,NA,NA,0,76.3
5156,2/10/2021,16814509,CERTAINTY,Super Pants Super Save Size M 20 pcs x 4 pack,home,eldery-care,1,0,0,0,1624,1400.93,1260.84,140.09,140.09,NA,NA,0,95.02
5157,10/10/2021,20320188,Coolpets,ที่นอนสัตว์เลี้ยง 77X61GRGY,home,pets,1,0,0,0,950,621.5,621.5,0,0,NA,NA,0,324.88
5158,6/1/2022,699285,LENOVO,XE05 Bluetooth 5.0 Headphone Wireless Sports Earphones Neck Stereo IPX5 Waterproof Black,gadgets-tech,audio-hifi,1,0,0,0,349,230.84,230.84,0,0,NA,NA,0,17.29
5159,27/11/2021,75086886,NIKE,W DF SWSH 1PP BRA PI M,sports,apparels,2,0,0,0,1300,602.8,1205.6,0,0,NA,NA,0,-130.76
5160,31/1/2022,18615616,CENTRAL SOUVENIR,SCARF BKK PIBL 100X100,women,scarves-gloves,1,0,0,0,950,266.36,266.36,0,0,NA,NA,0,NA
5161,6/12/2021,MJT50689316,MUJI,Hand Strap With Reel 5237494299 Black,lifestyle,hobbies,1,0,0,0,165,138.32,138.32,0,0,NA,NA,0,NA
5162,8/9/2021,766011,ADIDAS,ADIDAS ORIGINALS Trefoil Baseball Cap Unisex,men,hats-caps,1,0,0,0,700,248.6,248.6,0,0,NA,NA,0,31.92
5163,3/5/2022,46241719,marks___spencer_online,Round Rich Tea,home,groceries-2,1,0,0,0,99,92.52,92.52,0,0,NA,NA,0,69.14
5164,9/3/2022,MJT51335229,MUJI,Highlighter HILIGHTCAP ,jewelry-watches,pens,2,0,0,0,19,17.76,35.52,0,0,NA,NA,0,NA
5165,19/4/2022,2596532,BIOTHERM,FORCE SUPREME CLEANSER T125ML,beauty,mens-grooming,1,0,0,0,1500,1261.68,1261.68,0,0,NA,NA,0,287.45
5166,5/5/2022,38082719,CERTAINTY,Bed Sheet Size L Total 10 pcs / pack,home,eldery-care,3,0,0,0,89,83.18,220.18,29.36,29.36,NA,NA,16.47,19.83
5167,19/10/2021,70756043,HAVEN BATHTOWEL,เครื่องชั่งวัดไขมัน FG850LWH,gadgets-tech,wearable-gadgets,1,0,0,0,1400,466.36,466.36,0,0,NA,NA,0,667.26
5168,13/2/2022,22882929,ZEENZONE_BEAUTY,ผ้าปิดตาลายเสือ,men,eyewear,1,0,0,0,95,17.76,17.76,0,0,NA,NA,0,-13.03
5169,10/6/2022,37833459,marks___spencer_online,Cheese Twists Savoury,home,groceries-2,3,0,0,0,139,129.91,389.73,0,0,NA,NA,0,NA
5170,14/11/2021,710183,AMURO,Treadmill Model AMURO K400,tion-campaign,flash-deal-2-jul-22,1,0,0,0,15000,6906.54,6906.54,0,0,NA,NA,0,702.05
5171,19/3/2022,71039367,GQ,GQ MASK MAX 2.0 BK F,women,personal-accessories,6,0,0,0,290,271.03,1486,140.18,140.18,NA,NA,0,263.42
5172,18/12/2021,834033,RESTER,White IStepp Foot Massager E-8099,gadgets-tech,home-gadgets,1,0,0,0,9900,3074.77,3074.77,0,0,NA,NA,0,230.3
5173,29/10/2021,16814509,CERTAINTY,Super Pants Super Save Size M 20 pcs x 4 pack,home,eldery-care,2,0,0,0,1624,1392.52,2506.54,278.5,278.5,NA,NA,0,193.13
5174,8/12/2021,84010766,LAMOON,Nursing Cover - Bambi Piggy Pink,kids,maternity,1,0,0,0,1950,1542.06,1387.85,154.21,154.21,NA,NA,0,489.77
5175,20/1/2022,40740,ADIDAS,Adidas Training Mat - Dark Grey Camo,sports,equipments,2,0,0,0,2690,1257.01,2514.02,0,0,NA,NA,0,255.56
5176,30/9/2021,917894,XOLO,Black XOLO Golf Umbrella (041029),women,umbrella,1,0,0,0,1290,840.19,840.19,0,0,NA,NA,0,107.88
5177,25/12/2021,82379070,GARMIN,VENU 2S CHAMPAGNE TUNDRA,gadgets-tech,wearable-gadgets,1,0,0,0,13690,12794.39,12794.39,0,0,NA,NA,0,2039.58
5178,11/12/2021,6929466,CLINIQUE,CLINIQUE for Men Aloe Shave Gel ,beauty,mens-grooming,2,0,0,0,950,799.07,1598.14,0,0,NA,NA,0,266.37
5179,18/11/2021,25337839,Coolpets,ชามอาหารสุนัขSLOPEกลม350ML,home,pet-supplies,1,0,0,0,290,135.51,135.51,0,0,NA,NA,0,33.74
5180,17/4/2022,70715057,NU COVER,TENCEL COTTON KING FITTED SHEET SET 2 PCS,tion-campaign,flash-deal-4-jul-22,1,0,0,0,5190,1485.98,1485.98,0,0,NA,NA,0,809.86
5181,14/1/2022,84794604,NIKE,U NSW Bucket Futura Wash DC3967-010 BLACK Size M,women,hat-hair-accessories,1,0,0,0,900,841.12,841.12,0,0,NA,NA,0,378.53
5182,7/9/2021,20431792,GARMIN,FORERUNNER 245 MUSIC BLACK,gadgets-tech,wearable-gadgets,1,0,0,0,13990,10738.32,10738.32,0,0,NA,NA,0,1563.66
